ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	PAS	Pasco			172	172	Cheney	Bush	/	103230
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	PIN	Pinellas			380	380	Cheney	Bush	/	225686
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	POL	Polk			161	161	Cheney	Bush	/	123559
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	PUT	Putnam			55	55	Cheney	Bush	/	18311
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	SAN	Santa Rosa			43	43	Cheney	Bush	/	52059
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	SAR	Sarasota			167	167	Cheney	Bush	/	104692
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	SEM	Seminole			126	126	Cheney	Bush	/	108172
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	STJ	St. Johns			68	68	Cheney	Bush	/	59196
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	STL	St. Lucie			75	75	Cheney	Bush	/	47592
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	SUM	Sumter			42	42	Cheney	Bush	/	19800
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	SUW	Suwannee			19	19	Cheney	Bush	/	11153
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	TAY	Taylor			14	14	Cheney	Bush	/	5467
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	UNI	Union			11	11	Cheney	Bush	/	3396
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	VOL	Volusia			179	179	Cheney	Bush	/	111924
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	WAK	Wakulla			12	12	Cheney	Bush	/	6777
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	WAL	Walton			32	32	Cheney	Bush	/	17555
11/2/2004	REP	Republican	PRE	President and Vice President of the United States	WAS	Washington			21	21	Cheney	Bush	/	7369
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	ALA	Alachua			69	69	Edwards	Kerry	/	62504
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	BAK	Baker			9	9	Edwards	Kerry	/	2180
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	BAY	Bay			59	59	Edwards	Kerry	/	21068
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	BRA	Bradford			22	22	Edwards	Kerry	/	3244
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	BRE	Brevard			221	221	Edwards	Kerry	/	110309
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	BRO	Broward			1032	1032	Edwards	Kerry	/	453873
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CAL	Calhoun			15	15	Edwards	Kerry	/	2116
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CHA	Charlotte			83	83	Edwards	Kerry	/	34256
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CIT	Citrus			41	41	Edwards	Kerry	/	29277
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CLA	Clay			64	64	Edwards	Kerry	/	18971
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CLL	Collier			96	96	Edwards	Kerry	/	43892
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	CLM	Columbia			25	25	Edwards	Kerry	/	8031
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	DES	DeSoto			15	15	Edwards	Kerry	/	3913
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	DIX	Dixie			11	11	Edwards	Kerry	/	1960
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	DUV	Duval			285	285	Edwards	Kerry	/	158610
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	ESC	Escambia			91	91	Edwards	Kerry	/	48329
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	FLA	Flagler			34	34	Edwards	Kerry	/	18578
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	FRA	Franklin			10	10	Edwards	Kerry	/	2401
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	GAD	Gadsden			27	27	Edwards	Kerry	/	14629
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	GIL	Gilchrist			10	10	Edwards	Kerry	/	2017
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	GLA	Glades			13	13	Edwards	Kerry	/	1718
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	GUL	Gulf			16	16	Edwards	Kerry	/	2407
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HAM	Hamilton			10	10	Edwards	Kerry	/	2260
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HAR	Hardee			12	12	Edwards	Kerry	/	2149
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HEN	Hendry			26	26	Edwards	Kerry	/	3960
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HER	Hernando			56	56	Edwards	Kerry	/	37187
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HIG	Highlands			27	27	Edwards	Kerry	/	15347
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HIL	Hillsborough			360	360	Edwards	Kerry	/	214132
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	HOL	Holmes			18	18	Edwards	Kerry	/	1810
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	IND	Indian River			57	57	Edwards	Kerry	/	23956
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	JAC	Jackson			28	28	Edwards	Kerry	/	7555
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	JEF	Jefferson			15	15	Edwards	Kerry	/	4135
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LAF	Lafayette			7	7	Edwards	Kerry	/	845
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LAK	Lake			103	103	Edwards	Kerry	/	48221
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LEE	Lee			225	225	Edwards	Kerry	/	93860
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LEO	Leon			116	116	Edwards	Kerry	/	83873
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LEV	Levy			20	20	Edwards	Kerry	/	6074
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	LIB	Liberty			10	10	Edwards	Kerry	/	1070
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	MAD	Madison			11	11	Edwards	Kerry	/	4050
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	MAN	Manatee			136	136	Edwards	Kerry	/	61262
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	MRN	Marion			143	143	Edwards	Kerry	/	57271
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	MRT	Martin			50	50	Edwards	Kerry	/	30208
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	DAD	Miami-Dade			872	872	Edwards	Kerry	/	409732
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	MON	Monroe			30	30	Edwards	Kerry	/	19654
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	NAS	Nassau			24	24	Edwards	Kerry	/	8573
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	OKA	Okaloosa			52	52	Edwards	Kerry	/	19368
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	OKE	Okeechobee			18	18	Edwards	Kerry	/	5153
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	ORA	Orange			263	263	Edwards	Kerry	/	193354
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	OSC	Osceola			93	93	Edwards	Kerry	/	38633
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	PAL	Palm Beach			695	695	Edwards	Kerry	/	328687
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	PAS	Pasco			172	172	Edwards	Kerry	/	84749
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	PIN	Pinellas			380	380	Edwards	Kerry	/	225460
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	POL	Polk			161	161	Edwards	Kerry	/	86009
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	PUT	Putnam			55	55	Edwards	Kerry	/	12412
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	SAN	Santa Rosa			43	43	Edwards	Kerry	/	14659
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	SAR	Sarasota			167	167	Edwards	Kerry	/	88442
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	SEM	Seminole			126	126	Edwards	Kerry	/	76971
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	STJ	St. Johns			68	68	Edwards	Kerry	/	26399
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	STL	St. Lucie			75	75	Edwards	Kerry	/	51835
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	SUM	Sumter			42	42	Edwards	Kerry	/	11584
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	SUW	Suwannee			19	19	Edwards	Kerry	/	4522
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	TAY	Taylor			14	14	Edwards	Kerry	/	3049
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	UNI	Union			11	11	Edwards	Kerry	/	1251
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	VOL	Volusia			179	179	Edwards	Kerry	/	115519
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	WAK	Wakulla			12	12	Edwards	Kerry	/	4896
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	WAL	Walton			32	32	Edwards	Kerry	/	6213
11/2/2004	DEM	Democrat	PRE	President and Vice President of the United States	WAS	Washington			21	21	Edwards	Kerry	/	2912
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	ALA	Alachua			69	69	Baldwin	Peroutka	/	61
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	BAK	Baker			9	9	Baldwin	Peroutka	/	2
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	BAY	Bay			59	59	Baldwin	Peroutka	/	32
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	BRA	Bradford			22	22	Baldwin	Peroutka	/	7
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	BRE	Brevard			221	221	Baldwin	Peroutka	/	208
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	BRO	Broward			1032	1032	Baldwin	Peroutka	/	941
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CAL	Calhoun			15	15	Baldwin	Peroutka	/	4
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CHA	Charlotte			83	83	Baldwin	Peroutka	/	70
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CIT	Citrus			41	41	Baldwin	Peroutka	/	68
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CLA	Clay			64	64	Baldwin	Peroutka	/	40
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CLL	Collier			96	96	Baldwin	Peroutka	/	104
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	CLM	Columbia			25	25	Baldwin	Peroutka	/	13
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	DES	DeSoto			15	15	Baldwin	Peroutka	/	9
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	DIX	Dixie			11	11	Baldwin	Peroutka	/	8
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	DUV	Duval			285	285	Baldwin	Peroutka	/	179
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	ESC	Escambia			91	91	Baldwin	Peroutka	/	527
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	FLA	Flagler			34	34	Baldwin	Peroutka	/	17
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	FRA	Franklin			10	10	Baldwin	Peroutka	/	8
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	GAD	Gadsden			27	27	Baldwin	Peroutka	/	9
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	GIL	Gilchrist			10	10	Baldwin	Peroutka	/	5
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	GLA	Glades			13	13	Baldwin	Peroutka	/	3
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	GUL	Gulf			16	16	Baldwin	Peroutka	/	6
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HAM	Hamilton			10	10	Baldwin	Peroutka	/	3
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HAR	Hardee			12	12	Baldwin	Peroutka	/	1
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HEN	Hendry			26	26	Baldwin	Peroutka	/	15
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HER	Hernando			56	56	Baldwin	Peroutka	/	59
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HIG	Highlands			27	27	Baldwin	Peroutka	/	27
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HIL	Hillsborough			360	360	Baldwin	Peroutka	/	364
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	HOL	Holmes			18	18	Baldwin	Peroutka	/	12
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	IND	Indian River			57	57	Baldwin	Peroutka	/	60
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	JAC	Jackson			28	28	Baldwin	Peroutka	/	16
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	JEF	Jefferson			15	15	Baldwin	Peroutka	/	4
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LAF	Lafayette			7	7	Baldwin	Peroutka	/	6
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LAK	Lake			103	103	Baldwin	Peroutka	/	129
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LEE	Lee			225	225	Baldwin	Peroutka	/	208
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LEO	Leon			116	116	Baldwin	Peroutka	/	87
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LEV	Levy			20	20	Baldwin	Peroutka	/	22
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	LIB	Liberty			10	10	Baldwin	Peroutka	/	6
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	MAD	Madison			11	11	Baldwin	Peroutka	/	5
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	MAN	Manatee			136	136	Baldwin	Peroutka	/	72
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	MRN	Marion			143	143	Baldwin	Peroutka	/	145
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	MRT	Martin			50	50	Baldwin	Peroutka	/	82
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	DAD	Miami-Dade			872	872	Baldwin	Peroutka	/	494
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	MON	Monroe			30	30	Baldwin	Peroutka	/	14
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	NAS	Nassau			24	24	Baldwin	Peroutka	/	29
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	OKA	Okaloosa			52	52	Baldwin	Peroutka	/	95
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	OKE	Okeechobee			18	18	Baldwin	Peroutka	/	5
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	ORA	Orange			263	263	Baldwin	Peroutka	/	238
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	OSC	Osceola			93	93	Baldwin	Peroutka	/	32
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	PAL	Palm Beach			695	695	Baldwin	Peroutka	/	575
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	PAS	Pasco			172	172	Baldwin	Peroutka	/	205
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	PIN	Pinellas			380	380	Baldwin	Peroutka	/	410
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	POL	Polk			161	161	Baldwin	Peroutka	/	121
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	PUT	Putnam			55	55	Baldwin	Peroutka	/	25
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	SAN	Santa Rosa			43	43	Baldwin	Peroutka	/	154
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	SAR	Sarasota			167	167	Baldwin	Peroutka	/	176
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	SEM	Seminole			126	126	Baldwin	Peroutka	/	82
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	STJ	St. Johns			68	68	Baldwin	Peroutka	/	28
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	STL	St. Lucie			75	75	Baldwin	Peroutka	/	45
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	SUM	Sumter			42	42	Baldwin	Peroutka	/	38
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	SUW	Suwannee			19	19	Baldwin	Peroutka	/	8
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	TAY	Taylor			14	14	Baldwin	Peroutka	/	7
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	UNI	Union			11	11	Baldwin	Peroutka	/	4
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	VOL	Volusia			179	179	Baldwin	Peroutka	/	131
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	WAK	Wakulla			12	12	Baldwin	Peroutka	/	9
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	WAL	Walton			32	32	Baldwin	Peroutka	/	43
11/2/2004	CPF	Constitution Party of Florida	PRE	President and Vice President of the United States	WAS	Washington			21	21	Baldwin	Peroutka	/	14
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	ALA	Alachua			69	69	Campagna	Badnarik	/	363
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	BAK	Baker			9	9	Campagna	Badnarik	/	7
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	BAY	Bay			59	59	Campagna	Badnarik	/	89
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	BRA	Bradford			22	22	Campagna	Badnarik	/	14
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	BRE	Brevard			221	221	Campagna	Badnarik	/	511
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	BRO	Broward			1032	1032	Campagna	Badnarik	/	1123
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CAL	Calhoun			15	15	Campagna	Badnarik	/	8
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CHA	Charlotte			83	83	Campagna	Badnarik	/	179
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CIT	Citrus			41	41	Campagna	Badnarik	/	107
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CLA	Clay			64	64	Campagna	Badnarik	/	114
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CLL	Collier			96	96	Campagna	Badnarik	/	181
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	CLM	Columbia			25	25	Campagna	Badnarik	/	47
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	DES	DeSoto			15	15	Campagna	Badnarik	/	12
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	DIX	Dixie			11	11	Campagna	Badnarik	/	5
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	DUV	Duval			285	285	Campagna	Badnarik	/	631
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	ESC	Escambia			91	91	Campagna	Badnarik	/	218
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	FLA	Flagler			34	34	Campagna	Badnarik	/	54
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	FRA	Franklin			10	10	Campagna	Badnarik	/	3
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	GAD	Gadsden			27	27	Campagna	Badnarik	/	18
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	GIL	Gilchrist			10	10	Campagna	Badnarik	/	17
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	GLA	Glades			13	13	Campagna	Badnarik	/	4
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	GUL	Gulf			16	16	Campagna	Badnarik	/	8
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	HAM	Hamilton			10	10	Campagna	Badnarik	/	2
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	HAR	Hardee			12	12	Campagna	Badnarik	/	6
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	HEN	Hendry			26	26	Campagna	Badnarik	/	7
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	HER	Hernando			56	56	Campagna	Badnarik	/	94
11/2/2004	LIB	Libertarian	PRE	President and Vice President of the United States	HIG	Highlands			27	27	Campagna	Badnarik	/	28
